SeqCluster,ClusterNumber,InterPro_id,Most represented functional category_x
CK_00040298,CK_Syn_MVIR-18-1_01147,IPR031429, 
CK_00040300,CK_Syn_WH8101_01780,IPR031429, 
CK_00040301,CK_Syn_SYN20_00223, , 
CK_00040302,CK_Syn_WH8101_01247, , 
CK_00040303,CK_Syn_SYN20_00222,IPR007836, 
CK_00040304,CK_Syn_MVIR-18-1_02433, , 
CK_00040305,CK_Syn_WH8101_01777,IPR031429,IPR012869
CK_00040306,CK_Syn_SYN20_02222, , 
CK_00040307,CK_Syn_MVIR-18-1_02462, , 
CK_00040309,CK_Syn_SYN20_02208,IPR003687  IPR037270, 
CK_00040310,CK_Syn_MVIR-18-1_02494, , 
CK_00040312,CK_Syn_WH8101_01106, , 
CK_00040313,CK_Syn_SYN20_02207,IPR007826  IPR037269, 
CK_00040315,CK_Syn_WH8101_01114,IPR049607, 
CK_00040316,CK_Syn_SYN20_02202, , 
CK_00040317,CK_Syn_A18-25c_03044, , 
CK_00040318,CK_Syn_WH8101_02792,IPR007836, 
CK_00040319,CK_Syn_SYN20_02200,IPR049776, 
CK_00040320,CK_Syn_A18-25c_00342, , 
CK_00040321,CK_Syn_WH8101_01783, , 
CK_00040322,CK_Syn_A18-25c_00345,IPR019240, 
CK_00040325,CK_Syn_A18-25c_00391, , 
CK_00040326,CK_Syn_A18-25c_00445,IPR031429, 
CK_00040327,CK_Syn_WH8101_02879, , 
CK_00040330,CK_Syn_SYN20_00224, , 
CK_00040331,CK_Syn_SYN20_02257,IPR012565, 
CK_00040332,CK_Syn_SYN20_02255, , 
CK_00040333,CK_Syn_MVIR-18-1_01209,IPR006793  IPR036388  IPR036390, 
CK_00040334,CK_Syn_MVIR-18-1_01212,IPR019189, 
CK_00040336,CK_Syn_MVIR-18-1_02892, , 
CK_00040337,CK_Syn_MVIR-18-1_02537, , 
CK_00040338,CK_Syn_MVIR-18-1_01217,IPR029001  IPR026533  IPR050299, 
CK_00040339,CK_Syn_MVIR-18-1_01218, , 
CK_00040340,CK_Syn_MVIR-18-1_00228,IPR031429, 
CK_00040342,CK_Syn_A18-25c_00821, , 
CK_00040344,CK_Syn_MVIR-18-1_02762, , 
CK_00040345,CK_Syn_A15-127_01942,IPR003716  IPR006110, 
CK_00040346,CK_Syn_A18-25c_00824,IPR049607, 
CK_00040347,CK_Syn_SYN20_02084,IPR007836, 
CK_00040349,CK_Syn_A18-25c_00818, , 
CK_00040350,CK_Syn_SYN20_00205,IPR001296,IPR028098
CK_00040351,CK_Syn_A15-127_01954, , 
CK_00040352,CK_Syn_A18-25c_00820, , 
CK_00040354,CK_Syn_SYN20_02096,IPR019645, 
CK_00040355,CK_Syn_MVIR-18-1_00238, , 
CK_00040357,CK_Syn_WH8101_01472,IPR007836, 
CK_00040358,CK_Syn_SYN20_02087,IPR012848, 
CK_00040359,CK_Syn_MVIR-18-1_01136,IPR048189, 
CK_00040360,CK_Syn_A18-25c_00798, , 
CK_00040361,CK_Syn_WH8101_00415,IPR012565, 
CK_00040362,CK_Syn_SYN20_00209,IPR029186, 
CK_00040363,CK_Syn_MVIR-18-1_02764, , 
CK_00040364,CK_Syn_A15-127_01516, , 
CK_00040365,CK_Syn_A18-25c_00752,IPR029186, 
CK_00040366,CK_Syn_WH8101_00421,IPR007836, 
CK_00040367,CK_Syn_SYN20_02098,IPR007836, 
CK_00040368,CK_Syn_MVIR-18-1_00239,IPR001227  IPR014043  IPR016035, 
CK_00040369,CK_Syn_A18-25c_00779, , 
CK_00040371,CK_Syn_SYN20_02152, , 
CK_00040372,CK_Syn_WH8101_01467, , 
CK_00040373,CK_Syn_SYN20_00212,IPR016461  IPR001077  IPR029063,IPR041698
CK_00040374,CK_Syn_A15-127_01802,IPR007836, 
CK_00040375,CK_Syn_WH8101_01471,IPR015414  IPR032816,IPR032816
CK_00040376,CK_Syn_SYN20_02199,IPR007836, 
CK_00040377,CK_Syn_WH8101_01470,IPR033121  IPR021109, 
CK_00040378,CK_Syn_SYN20_02197,IPR007836, 
CK_00040379,CK_Syn_A15-127_01579, , 
CK_00040381,CK_Syn_WH8101_01465, , 
CK_00040382,CK_Syn_A15-127_01700,IPR031429, 
CK_00040383,CK_Syn_A18-25c_00825,IPR007836, 
CK_00040384,CK_Syn_A15-127_01636, , 
CK_00040385,CK_Syn_A18-25c_00843,IPR029186, 
CK_00040386,CK_Pro_SS2_01730,IPR031429, 
CK_00040387,CK_Syn_RCC307_00689, , 
CK_00040389,CK_Syn_MVIR-18-1_00150,IPR050073  IPR013785  IPR000891,IPR000891|IPR012425|IPR017629
CK_00040390,CK_Syn_A15-44_00148,IPR027417,IPR005331
CK_00040391,CK_Syn_MVIR-18-1_00149,IPR003361  IPR015426  IPR036291  IPR000534,IPR003361|IPR015426
CK_00040392,CK_Pro_MIT9313_02565,IPR007836, 
CK_00040393,CK_Syn_MVIR-18-1_00679, , 
CK_00040394,CK_Pro_MIT0702_00633,IPR031429, 
CK_00040396,CK_Pro_MIT0701_02748, , 
CK_00040397,CK_Pro_MIT0702_02047,IPR031429, 
CK_00040398,CK_Syn_CC9902_02372, , 
CK_00040399,CK_Syn_A15-60_01688,IPR007836, 
CK_00040400,CK_Syn_SYN20_02008,IPR012565, 
CK_00040401,CK_Syn_A15-127_01491, , 
CK_00040402,CK_Syn_A18-25c_00675, , 
CK_00040403,CK_Syn_A15-127_01490, , 
CK_00040404,CK_Syn_A18-25c_00069, , 
CK_00040406,CK_Syn_A15-127_01483,IPR029186, 
CK_00040407,CK_Syn_A18-25c_00698, , 
CK_00040408,CK_Syn_WH8101_01459, , 
CK_00040409,CK_Syn_MVIR-18-1_01139, , 
CK_00040410,CK_Syn_A15-127_01470, , 
CK_00040412,CK_Syn_WH8101_01458,IPR007836, 
CK_00040413,CK_Syn_SYN20_02027, , 
CK_00040414,CK_Syn_MVIR-18-1_01137,IPR032874  IPR052183, 
CK_00040415,CK_Syn_WH8101_01449, , 
CK_00040416,CK_Syn_SYN20_02026,IPR007836, 
CK_00040417,CK_Syn_MVIR-18-1_02751, , 
CK_00040418,CK_Syn_A18-25c_00648,IPR031429, 
CK_00040419,CK_Syn_WH8101_01447, , 
CK_00040420,CK_Syn_SYN20_02021,IPR029034  IPR020408  IPR002072  IPR019846, 
CK_00040422,CK_Syn_A18-25c_00654, , 
CK_00040423,CK_Syn_WH8101_01429, ,IPR001915
CK_00040426,CK_Syn_A18-25c_00663, , 
CK_00040427,CK_Syn_WH8101_00553,IPR031429, 
CK_00040428,CK_Syn_SYN20_00204,IPR001173  IPR029044,IPR001173
CK_00040429,CK_Syn_WH8101_00556,IPR012565, 
CK_00040430,CK_Syn_SYN20_02055,IPR007836, 
CK_00040431,CK_Syn_WH8101_01401,IPR013157, 
CK_00040432,CK_Syn_SYN20_02053,IPR007836, 
CK_00040433,CK_Syn_A15-127_01510, , 
CK_00040434,CK_Syn_WH8101_00557,IPR029063  IPR004033  IPR023576,IPR041698
CK_00040435,CK_Syn_SYN20_02033,IPR049607, 
CK_00040436,CK_Syn_A15-127_01506, , 
CK_00040437,CK_Syn_A15-127_01503, , 
CK_00040438,CK_Syn_A18-25c_00710, , 
CK_00040439,CK_Syn_A15-127_01908,IPR007836, 
CK_00040440,CK_Syn_A18-25c_00712, , 
CK_00040442,CK_Syn_A18-25c_00075, , 
CK_00040444,CK_Syn_A15-127_01899,IPR001611  IPR003591  IPR032675  IPR050333,IPR026906
CK_00040445,CK_Syn_MVIR-18-1_00220, , 
CK_00040446,CK_Syn_MVIR-18-1_00216, , 
CK_00040447,CK_Syn_MVIR-18-1_00223, ,IPR001732
CK_00040448,CK_Syn_MVIR-18-1_00221,IPR002204  IPR006115  IPR036291, 
CK_00040449,CK_Syn_MVIR-18-1_00224,IPR001789,IPR014026
CK_00040450,CK_Syn_WH8101_01302, , 
CK_00040451,CK_Syn_WH8101_01303,IPR007457  IPR036766, 
CK_00040452,CK_Syn_WH8101_01305,IPR026325, 
CK_00040453,CK_Syn_WH8101_01309, , 
CK_00040454,CK_Syn_WH8101_01320,IPR009057  IPR001647  IPR036271  IPR054156,IPR038726
CK_00040455,CK_Syn_WH8101_01324,IPR029186, 
CK_00040456,CK_Syn_WH8101_01337,IPR007836, 
CK_00040457,CK_Syn_WH8101_01062, , 
CK_00040458,CK_Syn_A18-25c_00934, , 
CK_00040459,CK_Syn_WH8101_01063, ,IPR007791
CK_00040460,CK_Syn_A18-25c_00930,IPR049607, 
CK_00040462,CK_Syn_A18-25c_00929,IPR029001  IPR026533  IPR050299, 
CK_00040463,CK_Syn_A18-25c_00925, , 
CK_00040464,CK_Syn_A18-25c_00948,IPR007836, 
CK_00040465,CK_Syn_A18-25c_00946, , 
CK_00040468,CK_Syn_PROS-U-1_00690,IPR031429, 
CK_00040469,CK_Syn_PROS-U-1_00692,IPR000875, 
CK_00040470,CK_Syn_PROS-U-1_00688,IPR007836, 
CK_00040473,CK_Syn_A18-25c_00918,IPR012292, 
CK_00040474,CK_Syn_A18-25c_00921,IPR010133  IPR004288, 
CK_00040475,CK_Syn_PROS-U-1_00691,IPR017853, 
CK_00040476,CK_Syn_PROS-U-1_00693, , 
CK_00040477,CK_Syn_PROS-U-1_01108, , 
CK_00040478,CK_Syn_PROS-U-1_00684, , 
CK_00040479,CK_Syn_PROS-U-1_01015,IPR007836, 
CK_00040480,CK_Syn_WH8101_01249, , 
CK_00040482,CK_Syn_A18-25c_00912,IPR049607, 
CK_00040483,CK_Syn_WH8101_01259,IPR007836, 
CK_00040484,CK_Syn_WH8101_01287, , 
CK_00040485,CK_Syn_WH8101_00838,IPR036041  IPR016138, 
CK_00040486,CK_Syn_WH8101_01268, , 
CK_00040487,CK_Syn_WH8101_01291, , 
CK_00040488,CK_Syn_A18-25c_00087,IPR012552  IPR051525, 
CK_00040489,CK_Syn_WH8101_01299, , 
CK_00040490,CK_Syn_A18-25c_00850,IPR007836, 
CK_00040491,CK_Syn_WH8101_01289,IPR007836, 
CK_00040492,CK_Syn_A18-25c_00900, , 
CK_00040493,CK_Syn_WH8101_01290, , 
CK_00040494,CK_Syn_A18-25c_00883,IPR007836, 
CK_00040495,CK_Syn_A18-25c_00907, , 
CK_00040496,CK_Syn_A18-25c_00905, , 
CK_00040497,CK_Syn_A18-25c_00911,IPR007836, 
CK_00040498,CK_Syn_A18-25c_00909,IPR013785  IPR013798  IPR001468  IPR011060, 
CK_00040499,CK_Syn_A18-25c_00848,IPR007836, 
CK_00040500,CK_Syn_WH8101_01053, , 
CK_00040501,CK_Syn_WH8101_01039, , 
CK_00040502,CK_Syn_WH8101_01038, ,IPR002145
CK_00040504,CK_Syn_WH8101_00080,IPR007836, 
CK_00040505,CK_Syn_WH8101_00875,IPR029186, 
CK_00040506,CK_Syn_WH8101_01057, , 
CK_00040507,CK_Syn_WH8101_01054,IPR025211, 
CK_00040508,CK_Syn_A18-40_01395, , 
CK_00040510,CK_Syn_WH8101_01036, , 
CK_00040511,CK_Syn_A18-40_01296, , 
CK_00040512,CK_Syn_A18-40_01254, , 
CK_00040513,CK_Syn_A18-40_01237,IPR031429, 
CK_00040516,CK_Syn_PROS-U-1_01171, , 
CK_00040517,CK_Pro_MIT0801_01488,IPR048683, 
CK_00040518,CK_Syn_PROS-U-1_01102, , 
CK_00040519,CK_Syn_A18-40_01218,IPR007457  IPR036766, 
CK_00040520,CK_Syn_PROS-U-1_01101,IPR007836, 
CK_00040521,CK_Syn_A18-40_01210,IPR007836, 
CK_00040523,CK_Syn_A18-40_01211,IPR002331, 
CK_00040524,CK_Syn_PROS-U-1_00075, , 
CK_00040525,CK_Syn_PROS-U-1_01189,IPR012565, 
CK_00040526,CK_Syn_PROS-U-1_00077,IPR031429, 
CK_00040527,CK_Syn_PROS-U-1_00076,IPR007836, 
CK_00040528,CK_Syn_PROS-U-1_00078,IPR007836, 
CK_00040529,CK_Syn_WH8101_01015, , 
CK_00040530,CK_Syn_WH8101_01034,IPR007836, 
CK_00040531,CK_Syn_WH8101_00223, , 
CK_00040533,CK_Syn_WH8101_01101,IPR029186, 
CK_00040534,CK_Syn_WH8101_00371,IPR007836, 
CK_00040535,CK_Syn_WH8101_01097, , 
CK_00040536,CK_Syn_WH8101_01572, , 
CK_00040537,CK_Syn_WH8101_01071,IPR007712  IPR035093  IPR051803,IPR007712
CK_00040538,CK_Syn_WH8101_01085,IPR007836, 
CK_00040539,CK_Syn_A18-40_01204, , 
CK_00040540,CK_Syn_A18-40_01203,IPR025881, 
CK_00040541,CK_Syn_A18-40_01205, , 
CK_00040542,CK_Syn_A18-40_01117, , 
CK_00040544,CK_Syn_WH8101_00054, , 
CK_00040545,CK_Syn_A18-40_01201,IPR007836, 
CK_00040546,CK_Syn_WH8101_00647,IPR025211, 
CK_00040547,CK_Syn_A18-40_01172, , 
CK_00040549,CK_Syn_PROS-U-1_01018, , 
CK_00040551,CK_Syn_PROS-U-1_00676, , 
CK_00040553,CK_Syn_PROS-U-1_00682,IPR025881, 
CK_00040554,CK_Syn_A18-40_01011,IPR049607, 
CK_00040557,CK_Syn_PROS-U-1_00663, , 
CK_00040558,CK_Syn_PROS-U-1_00666, , 
CK_00040559,CK_Syn_WH8101_00053,IPR031429, 
CK_00040560,CK_Syn_PROS-U-1_01104, , 
CK_00040562,CK_Syn_NOUM97013_02517, , 
CK_00040564,CK_Syn_NOUM97013_02463,IPR029186, 
CK_00040565,CK_Cya_PCC7001_00521,IPR007836, 
CK_00040566,CK_Syn_NOUM97013_00224, , 
CK_00040567,CK_Syn_NOUM97013_02456,IPR007836, 
CK_00040568,CK_Syn_NOUM97013_02434,IPR049607, 
CK_00040569,CK_Syn_NOUM97013_00128, , 
CK_00040573,CK_Syn_NOUM97013_02366,IPR007836, 
CK_00040574,CK_Cya_PCC7001_00599, , 
CK_00040575,CK_Cya_PCC7001_00604, , 
CK_00040577,CK_Cya_PCC7001_00541,IPR025881, 
CK_00040578,CK_Cya_PCC7001_00535,IPR031429, 
CK_00040579,CK_Cya_PCC7001_00056,IPR007049  IPR052932  IPR038673,IPR007049
CK_00040580,CK_Cya_PCC7001_00555, , 
CK_00040582,CK_Cya_PCC7001_00513,IPR003953  IPR036188,IPR002938
CK_00040583,CK_Syn_NOUM97013_02928, , 
CK_00040584,CK_Cya_PCC7001_00610,IPR007836, 
CK_00040586,CK_Cya_PCC7001_00609,IPR049607, 
CK_00040590,CK_Syn_NOUM97013_02959,IPR003716  IPR006110, 
CK_00040592,CK_Syn_NOUM97013_02526,IPR049607, 
CK_00040593,CK_Cya_PCC7001_00741,IPR007836, 
CK_00040594,CK_Cya_PCC7001_00726,IPR021570, 
CK_00040595,CK_Syn_NOUM97013_02571,IPR012565, 
CK_00040596,CK_Cya_PCC7001_00706,IPR007836, 
CK_00040597,CK_Syn_NOUM97013_01335, , 
CK_00040598,CK_Cya_PCC7001_00691, , 
CK_00040599,CK_Cya_PCC7001_00687,IPR025881, 
CK_00040600,CK_Cya_PCC7001_00648, , 
CK_00040601,CK_Cya_PCC7001_00647, , 
CK_00040602,CK_Cya_PCC7001_00623,IPR012292, 
CK_00040603,CK_Cya_PCC7001_00606,IPR007836, 
CK_00040604,CK_Syn_NOUM97013_01294,IPR007836, 
CK_00040606,CK_Syn_NOUM97013_01943, , 
CK_00040608,CK_Syn_NOUM97013_02115, , 
CK_00040609,CK_Cya_PCC7001_00747, , 
CK_00040611,CK_Syn_NOUM97013_01964,IPR029186, 
CK_00040612,CK_Cya_PCC7001_00757, , 
CK_00040613,CK_Syn_NOUM97013_02026,IPR021117  IPR021116  IPR018360  IPR015476  IPR001693, 
CK_00040614,CK_Cya_PCC7001_00751, , 
CK_00040615,CK_Cya_PCC7001_00774,IPR037863, 
CK_00040616,CK_Cya_PCC7001_00761,IPR007836, 
CK_00040617,CK_Cya_PCC7001_00789,IPR007836, 
CK_00040618,CK_Cya_PCC7001_00775, , 
CK_00040619,CK_Cya_PCC7001_00798,IPR021570, 
CK_00040620,CK_Cya_PCC7001_00795, , 
CK_00040621,CK_Cya_PCC7001_00801,IPR007836, 
CK_00040622,CK_Syn_NOUM97013_01948,IPR007836, 
CK_00040623,CK_Syn_NOUM97013_01941, , 
CK_00040624,CK_Syn_NOUM97013_01937,IPR007836, 
CK_00040625,CK_Syn_NOUM97013_01938,IPR007836, 
CK_00040626,CK_Syn_NOUM97013_01189,IPR049607, 
CK_00040627,CK_Syn_NOUM97013_01932, , 
CK_00040628,CK_Syn_NOUM97013_02146, , 
CK_00040629,CK_Cya_PCC7001_00083, , 
CK_00040630,CK_Syn_NOUM97013_00213, , 
CK_00040631,CK_Cya_PCC7001_00824,IPR008386, 
CK_00040633,CK_Cya_PCC7001_00818, ,IPR018306
CK_00040634,CK_Syn_NOUM97013_02259,IPR007836, 
CK_00040636,CK_Cya_PCC7001_00882,IPR003669  IPR036098, 
CK_00040638,CK_Cya_PCC7001_00852,IPR012534, 
CK_00040639,CK_Cya_PCC7001_00848,IPR051224  IPR039447,IPR002771
CK_00040640,CK_Syn_NOUM97013_01939,IPR007836, 
CK_00040641,CK_Cya_PCC7001_00892, , 
CK_00040642,CK_Cya_PCC7001_00887,IPR037863, 
CK_00040644,CK_Pro_AS9601_00591, , 
CK_00040645,CK_Cya_PCC7001_00998, , 
CK_00040646,CK_Cya_PCC7001_00999,IPR007836,IPR002104
CK_00040647,CK_Pro_AS9601_00561, , 
CK_00040648,CK_Pro_AS9601_00571,IPR009249  IPR022827, 
CK_00040649,CK_Cya_PCC7001_00914, , 
CK_00040651,CK_Cya_PCC7001_00971, , 
CK_00040652,CK_Cya_PCC7001_00978, , 
CK_00040653,CK_Syn_WH8102_25461, , 
CK_00040654,CK_Pro_MIT0703_00170, , 
CK_00040655,CK_Cya_PCC7001_00907, , 
CK_00040656,CK_Syn_A15-127_01026,IPR001056  IPR036863, 
CK_00040658,CK_Syn_A15-60_02229, , 
CK_00040660,CK_Syn_A15-24_01971, , 
CK_00040661,CK_Pro_AS9601_04091,IPR007836, 
CK_00040662,CK_Pro_MIT0702_00340, , 
CK_00040665,CK_Pro_AS9601_14041, , 
CK_00040666,CK_Pro_AS9601_14201,IPR036291, 
CK_00040667,CK_Pro_AS9601_13501,IPR025442  IPR023296, 
CK_00040668,CK_Pro_AS9601_13511, , 
CK_00040669,CK_Pro_AS9601_13441,IPR050390  IPR018117  IPR001525  IPR029063, 
CK_00040670,CK_Pro_AS9601_13461,IPR029063  IPR004033  IPR023576, 
CK_00040671,CK_Pro_AS9601_13411,IPR004104  IPR000683  IPR051317  IPR036291,IPR000683
CK_00040672,CK_Pro_AS9601_13431,IPR031429,IPR002376
CK_00040673,CK_Syn_A18-25c_02082,IPR025881, 
CK_00040674,CK_Pro_AS9601_02341, , 
CK_00040675,CK_Pro_AS9601_13401,IPR002204  IPR006115  IPR036291,IPR000683
CK_00040677,CK_Syn_A15-60_00925, , 
CK_00040678,CK_Pro_NATL2A_02047, , 
CK_00040679,CK_Pro_SS52_01102, , 
CK_00040681,CK_Cya_PCC6307_02367,IPR006750,IPR006750
CK_00040682,CK_Pro_MIT9116_00209, , 
CK_00040683,CK_Cya_WH5701_10969,IPR031429, 
CK_00040684,CK_Syn_WH7805_10333,IPR048164, 
CK_00040685,CK_Pro_NATL1A_12641,IPR031429, 
CK_00040686,CK_Pro_EQPAC1_00086,IPR025881, 
CK_00040687,CK_Pro_EQPAC1_00093,IPR007166  IPR026451, 
CK_00040688,CK_Pro_EQPAC1_00106, , 
CK_00040689,CK_Syn_WH8102_00410, ,IPR039562
CK_00040690,CK_Syn_A18-40_01489, ,IPR003477
CK_00040691,CK_Pro_AS9601_14211,IPR007836, 
CK_00040692,CK_Syn_BIOS-E4-1_00772, ,IPR012902
CK_00040693,CK_Pro_AS9601_14351, , 
CK_00040694,CK_Syn_A18-46.1_02172, , 
CK_00040696,CK_Pro_AS9601_14481,IPR009249  IPR022827,IPR027610
CK_00040697,CK_Pro_AS9601_15771, , 
CK_00040700,CK_Syn_SYN20_02530,IPR007836, 
CK_00040701,CK_Syn_WH8103_01534,IPR049607, 
CK_00040702,CK_Syn_MITS9220_02050,IPR007836, 
CK_00040703,CK_Pro_MIT9107_01639,IPR031429,IPR021291
CK_00040704,CK_Syn_A18-25c_02044,IPR012565, 
CK_00040705,CK_Syn_RS9915_01508,IPR031429, 
CK_00040706,CK_Pro_MIT9313_02641,IPR007836, 
CK_00040707,CK_Pro_EQPAC1_00615,IPR031429, 
CK_00040708,CK_Pro_EQPAC1_00656, , 
CK_00040709,CK_Pro_EQPAC1_00452, , 
CK_00040710,CK_Pro_EQPAC1_00463, , 
CK_00040711,CK_Pro_HNLC1_00869, , 
CK_00040712,CK_Pro_EQPAC1_00449, , 
CK_00040713,CK_Pro_EQPAC1_00595, , 
CK_00040714,CK_Pro_EQPAC1_00600, , 
CK_00040715,CK_Pro_EQPAC1_00509, , 
CK_00040716,CK_Pro_HNLC1_00645,IPR031429, 
CK_00040717,CK_Syn_MEDNS5_02431, , 
CK_00040718,CK_Syn_WH7805_10593,IPR038597  IPR008205  IPR010946  IPR050064,IPR001731
CK_00040719,CK_Pro_PAC1_01796, , 
CK_00040720,CK_Syn_KORDI-100_02380,IPR025881, 
CK_00040722,CK_Pro_MIT0603_00695, , 
CK_00040724,CK_Syn_MINOS11_00655,IPR050362  IPR029063  IPR002935,IPR006342
CK_00040726,CK_Pro_MIT0801_00923, , 
CK_00040727,CK_Syn_KORDI-49_11170,IPR009518  IPR023428, 
CK_00040728,CK_Syn_A15-127_00601,IPR029186, 
CK_00040729,CK_Pro_NATL1A_01491, , 
CK_00040730,CK_Syn_A15-60_02566,IPR007138  IPR050744  IPR011008, 
CK_00040731,CK_Syn_WH8103_02759, , 
CK_00040732,CK_Syn_BIOS-E4-1_03910,IPR031429, 
CK_00040733,CK_Syn_A18-46.1_00621,IPR011006  IPR016032  IPR001789  IPR000792  IPR039420  IPR036388,IPR000792
CK_00040734,CK_Syn_BIOS-U3-1_01992, , 
CK_00040736,CK_Pro_MIT9116_00075, , 
CK_00040737,CK_Syn_A15-127_02340,IPR003953  IPR036188,IPR001296|IPR028098
CK_00040739,CK_Syn_A18-25c_01019, , 
CK_00040740,CK_Syn_A15-127_02338, , 
CK_00040741,CK_Pro_SS2_01054,IPR007836, 
CK_00040744,CK_Pro_MIT9302_01335,IPR012292, 
CK_00040745,CK_Syn_A15-127_02356,IPR007836, 
CK_00040746,CK_Pro_MIT9302_01361, , 
CK_00040747,CK_Syn_A15-127_02365,IPR008775, 
CK_00040749,CK_Syn_A15-127_02352, , 
CK_00040750,CK_Pro_MIT9302_01375,IPR025881, 
CK_00040751,CK_Syn_A15-127_02354,IPR029063,IPR013216
CK_00040752,CK_Syn_WH8020_02213,IPR032710  IPR037401, 
CK_00040753,CK_Pro_MIT9211_07771,IPR023296  IPR007184, 
CK_00040754,CK_Syn_PROS-7-1_02824,IPR000595  IPR018490  IPR014710,IPR000595
CK_00040755,CK_Syn_BIOS-E4-1_03801, , 
CK_00040756,CK_Pro_MIT0701_03075, , 
CK_00040758,CK_Pro_MIT9303_03611,IPR007836, 
CK_00040759,CK_Pro_MIT9302_01448,IPR011990  IPR019734  IPR050498,IPR019734
CK_00040760,CK_Pro_MIT9302_01449,IPR025881, 
CK_00040762,CK_Pro_MIT9302_01390,IPR038102  IPR028472,IPR010708
CK_00040763,CK_Pro_MIT9302_01391, ,IPR010708
CK_00040764,CK_Pro_MIT9302_01393,IPR000055  IPR044946,IPR000055
CK_00040765,CK_Syn_CC9616_00899,IPR008800, 
CK_00040766,CK_Syn_BIOS-E4-1_00826, , 
CK_00040767,CK_Syn_M16.1_01789,IPR007166  IPR026451, 
CK_00040768,CK_Syn_CC9311_00166,IPR043519  IPR002934  IPR052038,IPR041633
CK_00040769,CK_Cya_CB0101_14539, , 
CK_00040770,CK_Syn_A18-46.1_02560,IPR029186, 
CK_00040772,CK_Pro_MIT9302_01519,IPR029063  IPR004033  IPR023576,IPR013216
CK_00040773,CK_Pro_MIT9302_01520, , 
CK_00040775,CK_Pro_MIT9302_01503, , 
CK_00040776,CK_Syn_WH7805_10413,IPR017128  IPR029063  IPR002935,IPR008775
CK_00040778,CK_Pro_MIT0701_02241, ,IPR000595|IPR006685|IPR018488|IPR049278
CK_00040779,CK_Pro_MIT9302_01451,IPR025881, 
CK_00040780,CK_Syn_TAK9802_01588, , 
CK_00040781,CK_Syn_A18-25c_01623, , 
CK_00040783,CK_Pro_MIT0703_02565, , 
CK_00040784,CK_Pro_MIT9302_01556, , 
CK_00040785,CK_Pro_MIT9302_01550,IPR046346  IPR036291  IPR041121  IPR011342  IPR013708  IPR022893  IPR006151,IPR013708
CK_00040786,CK_Pro_MIT9302_01555,IPR001296  IPR050194,IPR001296
CK_00040787,CK_Pro_MIT9302_01522, , 
CK_00040788,CK_Pro_MIT9302_01544,IPR007836, 
CK_00040789,CK_Syn_A15-127_00146,IPR031429,IPR013989
CK_00040790,CK_Syn_A15-127_00147,IPR049607, 
CK_00040791,CK_Pro_NATL1A_10251,IPR023898, 
CK_00040792,CK_Cya_CB0205_08353,IPR007836, 
CK_00040793,CK_Syn_A15-127_00157, , 
CK_00040795,CK_Syn_A15-127_00164, , 
CK_00040796,CK_Cya_CB0101_04169,IPR009288  IPR013024  IPR036568,IPR009288
CK_00040797,CK_Pro_MIT0801_01523,IPR007826  IPR037269, 
CK_00040799,CK_Syn_WH8016_01487, , 
CK_00040802,CK_Pro_AS9601_16841, , 
CK_00040803,CK_Syn_BL107_13435,IPR025881, 
CK_00040804,CK_Syn_PROS-U-1_01134, , 
CK_00040805,CK_Syn_RS9917_00377, , 
CK_00040809,CK_Syn_A15-60_01650,IPR029186, 
CK_00040810,CK_Pro_MIT9302_01557, , 
CK_00040811,CK_Syn_A15-127_00039, , 
CK_00040813,CK_Pro_MIT0703_00345, ,IPR001000
CK_00040814,CK_Pro_MIT9302_01561,IPR051559  IPR005123  IPR006620  IPR044862,IPR005123|IPR044862
CK_00040815,CK_Syn_A15-127_02188,IPR031429, 
CK_00040816,CK_Syn_PROS-U-1_02949, , 
CK_00040817,CK_Pro_MIT9116_01571, , 
CK_00040818,CK_Pro_MIT9302_01562,IPR031429, 
CK_00040819,CK_Syn_A15-127_00091,IPR003687  IPR037270, 
CK_00040820,CK_Syn_WH8016_01683,IPR005076  IPR029044  IPR048174,IPR043729
CK_00040821,CK_Pro_MIT9302_01563, , 
CK_00040822,CK_Syn_A15-127_00581,IPR012565, 
CK_00040824,CK_Pro_MIT9302_01566,IPR007836, 
CK_00040825,CK_Syn_A15-127_00103,IPR012611, 
CK_00040827,CK_Pro_MIT9302_01568, , 
CK_00040828,CK_Syn_A15-127_00100,IPR003716  IPR006110  IPR036161, 
CK_00040829,CK_Pro_MIT9302_01683, , 
CK_00040831,CK_Pro_MIT9302_01706, , 
CK_00040832,CK_Pro_MIT9302_01723, , 
CK_00040833,CK_Syn_PROS-U-1_02706, , 
CK_00040834,CK_Syn_PROS-U-1_02710, , 
CK_00040836,CK_Pro_MIT0702_02438, , 
CK_00040838,CK_Syn_WH8109_01149,IPR031429, 
CK_00040840,CK_Syn_A15-127_02217,IPR007836, 
CK_00040841,CK_Syn_A15-127_02216, , 
CK_00040842,CK_Pro_MIT0703_03066, , 
CK_00040843,CK_Pro_MIT0602_00844, , 
CK_00040844,CK_Syn_A18-40_01949,IPR007836, 
CK_00040846,CK_Syn_WH8109_01750,IPR025881, 
CK_00040847,CK_Pro_MIT9107_00297, , 
CK_00040848,CK_Pro_MIT9302_01733, , 
CK_00040850,CK_Pro_MIT0801_00118,IPR025881, 
CK_00040851,CK_Pro_MIT9302_01743, , 
CK_00040852,CK_Syn_RS9907_01366,IPR011993  IPR001849  IPR042832, 
