SeqCluster,Most represented functional category
CK_00046243,IPR024422
CK_00046249,IPR029065
CK_00046262,IPR001633
CK_00046263,IPR001736|IPR025202|IPR041677|IPR041679
CK_00046272,IPR018536
CK_00046275,IPR002611|IPR047661
CK_00046305,IPR007627
CK_00046311,IPR008201
CK_00046318,IPR002524
CK_00046319,IPR011727
CK_00046323,IPR022796
CK_00046345,IPR024550
CK_00046346,IPR003477
CK_00046353,IPR001296
CK_00046357,IPR001296
CK_00046359,IPR008164
CK_00046363,IPR005331
CK_00046368,IPR013237|IPR045951
CK_00046379,IPR011962
CK_00046387,IPR006119
CK_00046391,IPR005702|IPR033756
CK_00046400,IPR010753
CK_00046403,IPR012447
CK_00046423,IPR002048|IPR018247
CK_00046436,IPR021256
CK_00046445,IPR002656
CK_00046459,IPR013099|IPR041647
CK_00046462,IPR024628
CK_00046471,IPR025048
CK_00046512,IPR009009|IPR012997
CK_00046514,IPR002559|IPR008490|IPR047959
CK_00046516,IPR009056|IPR019734
CK_00046547,IPR019634
CK_00046550,IPR012447
CK_00046554,IPR002514
CK_00046561,IPR007739
CK_00046579,IPR016047
CK_00046597,IPR041459
CK_00046601,IPR003594
CK_00046605,IPR025282
CK_00046610,IPR007159
CK_00046612,IPR021262
CK_00046621,IPR006076|IPR006311
CK_00046623,IPR009758
CK_00046627,IPR003807
CK_00046636,IPR024370
CK_00046648,IPR018688
CK_00046652,IPR002575
CK_00046654,IPR013216
CK_00046689,IPR002187|IPR017918
CK_00046691,IPR004680
CK_00046707,IPR001173
CK_00046711,IPR012903|IPR022516
CK_00046713,IPR001307|IPR001763
CK_00046717,IPR008164
CK_00046740,IPR001646
CK_00046743,IPR027610
CK_00046745,IPR023631
CK_00046746,IPR014956
CK_00046754,IPR007345
CK_00046756,IPR013969
CK_00046758,IPR001173
CK_00046763,IPR048301
CK_00046776,IPR006640
CK_00046788,IPR018247
CK_00046803,IPR025280
CK_00046805,IPR047706
CK_00046807,IPR003180
CK_00046808,IPR001343
CK_00046810,IPR016040
CK_00046813,IPR005135
CK_00046814,IPR018306
CK_00046830,IPR001343|IPR018511
CK_00046835,IPR008538
CK_00046839,IPR002502
CK_00046841,IPR014942
CK_00046843,IPR014942
CK_00046866,IPR001173
CK_00046879,IPR011801
CK_00046888,IPR002716
CK_00046910,IPR019207
CK_00046912,IPR003148|IPR006037|IPR006153
CK_00046914,IPR003148|IPR006037
CK_00046923,IPR002524|IPR027470
CK_00046926,IPR008331|IPR009040
CK_00046938,IPR012319|IPR015886
CK_00046957,IPR005025
CK_00046958,IPR012903
CK_00046965,IPR001173
CK_00047000,IPR013491
CK_00047007,IPR019734
CK_00047010,IPR006119|IPR011109
CK_00047015,IPR004360|IPR037523
CK_00047020,IPR001304|IPR012902
CK_00047057,IPR000595|IPR003675
CK_00047059,IPR012903|IPR022516
CK_00047060,IPR008593
CK_00047062,IPR021279
CK_00047075,IPR013099
CK_00047087,IPR003329
CK_00047088,IPR025458
CK_00047121,IPR019734|IPR029489
CK_00047128,IPR009875
CK_00047139,IPR014914
CK_00047142,IPR012447
CK_00047160,IPR012902
CK_00047175,IPR002104
CK_00047192,IPR014015|IPR045455
CK_00047195,IPR005475|IPR005477|IPR020826|IPR033248|IPR049557
CK_00047203,IPR021866
CK_00047214,IPR001343|IPR018511
CK_00047220,IPR008854
CK_00047230,IPR005331
CK_00047231,IPR032806|IPR047647
CK_00047248,IPR005835
CK_00047252,IPR007460
CK_00047263,IPR031807
CK_00047280,IPR025714
CK_00047297,IPR002126|IPR005532
CK_00047302,IPR004821|IPR011611
CK_00047304,IPR010621|IPR010679
CK_00047307,IPR004256
CK_00047311,IPR000073
CK_00047318,IPR024467|IPR046847
CK_00047320,IPR003697
CK_00047322,IPR041657
CK_00047333,IPR011234|IPR018833
CK_00047336,IPR003769
CK_00047338,IPR007110
CK_00047342,IPR032317
CK_00047343,IPR012869
CK_00047349,IPR009614
CK_00047353,IPR011761
CK_00047354,IPR027385
CK_00047365,IPR012480
CK_00047366,IPR012447
CK_00047370,IPR012427
CK_00047374,IPR001343|IPR018511
CK_00047387,IPR013216
CK_00047401,IPR006153
CK_00047405,IPR048028
CK_00047406,IPR046816
CK_00047414,IPR014937
CK_00047429,IPR002516
CK_00047432,IPR025458
CK_00047434,IPR001343|IPR018511|IPR025282
CK_00047437,IPR011635
CK_00047438,IPR001509
CK_00047457,IPR002716
CK_00047478,IPR021231
CK_00047482,IPR049492
CK_00047495,IPR027372
CK_00047510,IPR049625
CK_00047574,IPR002104
CK_00047592,IPR021315
CK_00047599,IPR001207
CK_00047622,IPR001478|IPR007314
CK_00047626,IPR001173
CK_00047638,IPR002071|IPR016071
CK_00047649,IPR001650|IPR011545|IPR014001
CK_00047652,IPR003697
CK_00047655,IPR001584|IPR024967|IPR047656
CK_00047666,IPR029903
CK_00047679,IPR004360
CK_00047680,IPR000595
CK_00047683,IPR025714
CK_00047685,IPR039562
CK_00047743,IPR000551
CK_00047758,IPR012447
CK_00047772,IPR000506
CK_00047802,IPR001296
CK_00047814,IPR015109
CK_00047824,IPR041633
CK_00047827,IPR002104
CK_00047842,IPR007715
CK_00047847,IPR001173
CK_00047857,IPR029464
CK_00047859,IPR002656
CK_00047861,IPR001503
CK_00047869,IPR002941|IPR017985
CK_00047871,IPR001387|IPR014057
CK_00047875,IPR010133
CK_00047885,IPR012903
CK_00047899,IPR006043
CK_00047928,IPR001343
CK_00047948,IPR018660
CK_00047961,IPR013216
CK_00047965,IPR003347
CK_00047969,IPR007715
CK_00047973,IPR011701|IPR020846
CK_00047975,IPR019734|IPR025799
CK_00047981,IPR007341
CK_00048015,IPR014903
CK_00048017,IPR018640
CK_00048038,IPR001304|IPR012902
CK_00048091,IPR004107|IPR044068
CK_00048094,IPR005546
CK_00048101,IPR005331|IPR019734|IPR029489
CK_00048116,IPR000515|IPR005769
CK_00048120,IPR041633
CK_00048128,IPR002048
CK_00048136,IPR003423
CK_00048140,IPR008775
CK_00048141,IPR040632
CK_00048142,IPR007138
CK_00048145,IPR002937
CK_00048149,IPR000182
CK_00048151,IPR022486|IPR022488
CK_00048153,IPR006143|IPR032317
CK_00048154,IPR003798
CK_00048159,IPR002145
CK_00048171,IPR012427
CK_00048180,IPR021125
CK_00048196,IPR031100
CK_00048197,IPR045615
CK_00048203,IPR003715|IPR019554
CK_00048204,IPR007715
CK_00048222,IPR027360
CK_00048224,IPR008579
CK_00048254,IPR012924
CK_00048255,IPR003776
CK_00048265,IPR001646
CK_00048273,IPR012933
CK_00048275,IPR018247
CK_00048286,IPR013096
CK_00048295,IPR001343
CK_00048311,IPR000506
CK_00048321,IPR003347|IPR041667
CK_00048336,IPR040632
CK_00048344,IPR007560|IPR025745
CK_00048347,IPR006059
CK_00048351,IPR046163
CK_00048364,IPR002925
CK_00048368,IPR004360|IPR037523
CK_00048370,IPR041657
CK_00048375,IPR001584|IPR002514|IPR025948|IPR048020
CK_00048376,IPR003329|IPR004528
CK_00048381,IPR005835
CK_00048385,IPR025458
CK_00048391,IPR007197|IPR023885
CK_00048403,IPR001173
CK_00048406,IPR012447
CK_00048422,IPR019036
CK_00048425,IPR037523
CK_00048427,IPR002355|IPR011707|IPR013517
CK_00048431,IPR001343|IPR018511
CK_00048438,IPR006153
CK_00048442,IPR003697
CK_00048448,IPR001731|IPR030656
CK_00048456,IPR001173
CK_00048464,IPR044862
CK_00048468,IPR041698
CK_00048470,IPR011701|IPR020846
CK_00048474,IPR025639
CK_00048476,IPR004473|IPR007409|IPR014001|IPR021810|IPR040980
CK_00048481,IPR013216
CK_00048486,IPR002376
CK_00048496,IPR002048|IPR018247
CK_00048511,IPR004843
CK_00048513,IPR019127|IPR026392
CK_00048514,IPR022612
CK_00048517,IPR006680
CK_00048523,IPR007343
CK_00048525,IPR021231
CK_00048533,IPR008792
CK_00048551,IPR006680
CK_00048552,IPR006158|IPR007197
CK_00048553,IPR002716
CK_00048560,IPR003737
CK_00048562,IPR014044
CK_00048563,IPR001296
CK_00048566,IPR006813
CK_00048588,IPR000595|IPR006685|IPR049278
CK_00048598,IPR041329
CK_00048606,IPR001017
CK_00048608,IPR020602
CK_00048611,IPR037401
CK_00048620,IPR025202
CK_00048624,IPR006442
CK_00048631,IPR004033|IPR023576
CK_00048634,IPR024422
CK_00048672,IPR002686
CK_00048676,IPR007694
CK_00048679,IPR010765
CK_00048680,IPR027612
CK_00048689,IPR007213|IPR011610
CK_00048691,IPR000595|IPR018488
CK_00048707,IPR002104|IPR004107|IPR044068
CK_00048708,IPR007842
CK_00048721,IPR025564
CK_00048734,IPR012869
CK_00048735,IPR000182|IPR003781|IPR011761|IPR032875|IPR043938
CK_00048739,IPR003010
CK_00048741,IPR026906
CK_00048755,IPR000055
CK_00048757,IPR007197|IPR023885
CK_00048762,IPR006311
CK_00048768,IPR011611
CK_00048775,IPR010865
CK_00048782,IPR011547
CK_00048783,IPR022796
CK_00048796,IPR009834|IPR012435
CK_00048800,IPR000792
CK_00048813,IPR003439
CK_00048815,IPR025282
CK_00048823,IPR006905
CK_00048842,IPR012447
CK_00048846,IPR002145
CK_00048848,IPR002686
CK_00048868,IPR009875
CK_00048885,IPR000792|IPR001789
CK_00048888,IPR007715
CK_00048890,IPR027565
CK_00048918,IPR005835
CK_00048925,IPR001584|IPR048020
CK_00048945,IPR007833
CK_00048966,IPR001584
CK_00048969,IPR007829
CK_00048974,IPR027849
CK_00049007,IPR010133
CK_00049039,IPR001343
CK_00049043,IPR007577
CK_00049048,IPR006153
CK_00049098,IPR012319
CK_00049104,IPR007267
CK_00049108,IPR025282
CK_00049155,IPR012447
CK_00049168,IPR003834
CK_00049185,IPR012447
CK_00049188,IPR053842
CK_00049191,IPR001173
CK_00049199,IPR012447
CK_00049205,IPR001503
CK_00049230,IPR001296
CK_00049233,IPR001296
CK_00049246,IPR002549
CK_00049249,IPR021511
CK_00049251,IPR002104
CK_00049271,IPR003719
CK_00049276,IPR000073
CK_00049287,IPR053853
CK_00049295,IPR021231
CK_00049309,IPR001343|IPR018511
CK_00049310,IPR002104|IPR025166
CK_00049314,IPR049245
CK_00049316,IPR049245
CK_00049317,IPR007712
CK_00049318,IPR006935|IPR014001|IPR054347
CK_00049327,IPR006342
CK_00049342,IPR001646
CK_00049348,IPR002941
CK_00049349,IPR012902
CK_00049353,IPR012903
CK_00049356,IPR008490
CK_00049357,IPR012480|IPR031680
CK_00049366,IPR006342
CK_00049386,IPR002934
CK_00049389,IPR019239
CK_00049411,IPR002071|IPR016071
CK_00049421,IPR039562
CK_00049422,IPR040612
CK_00049424,IPR025458
CK_00049429,IPR001670|IPR018211
CK_00049430,IPR025282
CK_00049435,IPR025282
CK_00049438,IPR007345
CK_00049445,IPR002711
CK_00049459,IPR001343|IPR013858
CK_00049461,IPR003812
CK_00049474,IPR014016|IPR014017
CK_00049478,IPR002716|IPR002850
CK_00049479,IPR021453
CK_00049492,IPR004045|IPR010987
CK_00049497,IPR019063
CK_00049499,IPR000551|IPR011791
CK_00049505,IPR045499
CK_00049506,IPR007345
CK_00049512,IPR025282
CK_00049514,IPR012893|IPR017508
CK_00049515,IPR001387
CK_00049524,IPR032317
CK_00049528,IPR001757|IPR004014|IPR006068|IPR006415|IPR018303
CK_00049533,IPR018649
CK_00049534,IPR000073
CK_00049553,IPR002903
CK_00049558,IPR003347|IPR041667
CK_00049585,IPR013216
CK_00049587,IPR003846
CK_00049590,IPR001807
CK_00049598,IPR020904
CK_00049600,IPR014883
CK_00049602,IPR005490
CK_00049636,IPR004007|IPR012737
CK_00049653,IPR004701|IPR012844
CK_00049656,IPR000032|IPR001020
CK_00049658,IPR000121|IPR008279|IPR008731
CK_00049663,IPR013425
CK_00049682,IPR012447
CK_00049685,IPR003423
CK_00049688,IPR023991
CK_00049690,IPR019734
CK_00049693,IPR007345
CK_00049694,IPR012447
CK_00049705,IPR000182
CK_00049706,IPR014985
CK_00049708,IPR006433
CK_00049716,IPR019734
CK_00049721,IPR006143|IPR032317
CK_00049742,IPR046163
CK_00049746,IPR024525
CK_00049747,IPR025282
CK_00049748,IPR030807
CK_00049749,IPR001304|IPR025282
CK_00049751,IPR002104|IPR025269|IPR044068
CK_00049757,IPR041657
CK_00049774,IPR003996
CK_00049800,IPR012447
CK_00049809,IPR001789|IPR007492
CK_00049813,IPR041602
CK_00049821,IPR004788
CK_00049822,IPR006694
CK_00049824,IPR013096
CK_00049846,IPR000600
CK_00049847,IPR046532
CK_00049849,IPR041698
CK_00049855,IPR039444
CK_00049859,IPR025669
CK_00049863,IPR003776
CK_00049878,IPR000340|IPR000387
CK_00049881,IPR002931|IPR013589
CK_00049887,IPR006442
CK_00049889,IPR021453
CK_00049892,IPR021453
CK_00049893,IPR003959|IPR041685
CK_00049894,IPR010133
CK_00049898,IPR000182
CK_00049912,IPR001173
CK_00049914,IPR013108
CK_00049926,IPR001173
CK_00049927,IPR001110|IPR003010
CK_00049930,IPR003423
CK_00049937,IPR000518
CK_00049946,IPR025714
CK_00049952,IPR007227
CK_00049974,IPR041657
CK_00049978,IPR002104
CK_00049980,IPR018713
CK_00049981,IPR001977
CK_00049984,IPR001343|IPR013858|IPR018511|IPR018535
CK_00049985,IPR005331
CK_00049986,IPR025410
CK_00049989,IPR022196
CK_00049990,IPR012447
CK_00049993,IPR000014|IPR000160|IPR011649|IPR013767
CK_00050002,IPR012903|IPR022516
CK_00050010,IPR001867
CK_00050011,IPR023635
CK_00050014,IPR010753
CK_00050022,IPR003477
CK_00050033,IPR045920
CK_00050052,IPR025714
CK_00050063,IPR001343|IPR018511
CK_00050069,IPR023631
CK_00050070,IPR025282
CK_00050081,IPR005490
CK_00050082,IPR005546
CK_00050083,IPR041247
CK_00050087,IPR045324
CK_00050089,IPR001736|IPR025202
CK_00050096,IPR002711|IPR004919|IPR013087
CK_00050108,IPR054186
CK_00050109,IPR007829
CK_00050111,IPR011527
CK_00050116,IPR013097
CK_00050125,IPR023753
CK_00050127,IPR012903|IPR022516
CK_00050131,IPR001757|IPR004014|IPR006068|IPR018303
CK_00050136,IPR008629
CK_00050139,IPR021453
CK_00050140,IPR019734|IPR025137
CK_00050160,IPR005331
CK_00050161,IPR039562
CK_00050167,IPR022742
CK_00050168,IPR025478
CK_00050170,IPR006603|IPR047662
CK_00050179,IPR003399
CK_00050211,IPR053839
CK_00050213,IPR001296
CK_00050218,IPR019734
CK_00050222,IPR012903
CK_00050241,IPR001343|IPR002126|IPR018511|IPR025282
CK_00050243,IPR008893|IPR012310
CK_00050255,IPR013406
CK_00050256,IPR010621|IPR010679
CK_00050260,IPR002716
CK_00050261,IPR048354
CK_00050281,IPR001296
CK_00050293,IPR001646|IPR040832
CK_00050310,IPR037401
CK_00050313,IPR002110
CK_00050316,IPR037401
CK_00050319,IPR000172|IPR007867
CK_00050337,IPR010679
CK_00050338,IPR018637
CK_00050346,IPR010093|IPR041657
CK_00050347,IPR032531
CK_00050348,IPR001343
CK_00050354,IPR021453
CK_00050358,IPR009799
CK_00050363,IPR001054
CK_00050366,IPR001054|IPR018297
CK_00050371,IPR014956
CK_00050373,IPR018966
CK_00050381,IPR008279
CK_00050399,IPR003329|IPR004528
CK_00050401,IPR001304|IPR012902
CK_00050403,IPR006143|IPR032317
CK_00050408,IPR009009
CK_00050412,IPR006119
CK_00050423,IPR003489
CK_00050439,IPR010621
CK_00050456,IPR014914
CK_00050467,IPR002656
CK_00050475,IPR021788
CK_00050481,IPR002615
CK_00050484,IPR007936
CK_00050489,IPR012903
CK_00050492,IPR013543
CK_00050531,IPR006127
CK_00050540,IPR001962
CK_00050561,IPR010133
CK_00050563,IPR000172|IPR007867
CK_00050639,IPR001343|IPR018511
CK_00050642,IPR025344
CK_00050658,IPR013149|IPR013154|IPR014183
CK_00050660,IPR001296
CK_00050664,IPR008884
CK_00050696,IPR019734
CK_00050697,IPR005181
CK_00050707,IPR012903|IPR022516
CK_00050708,IPR011109
CK_00050711,IPR012902
CK_00050723,IPR001343|IPR018511
CK_00050738,IPR022196
CK_00050739,IPR000551
CK_00050740,IPR002549
CK_00050744,IPR003689
CK_00050747,IPR025668
CK_00050749,IPR025458
CK_00050750,IPR001387
CK_00050756,IPR007715
CK_00050773,IPR022749
CK_00050776,IPR005331
CK_00050777,IPR021810
CK_00050779,IPR000182|IPR013096
CK_00050780,IPR007138
CK_00050793,IPR002516
CK_00050805,IPR012869
CK_00050808,IPR004838|IPR004839|IPR022518
CK_00050810,IPR018664
CK_00050815,IPR001343
CK_00050819,IPR003763
CK_00050830,IPR006685
CK_00050841,IPR000595
CK_00050877,IPR008613
CK_00050888,IPR002495
CK_00050892,IPR002931
CK_00050896,IPR046477
CK_00050904,IPR003029
CK_00050907,IPR000157
CK_00050908,IPR012902
CK_00050912,IPR043727
CK_00050924,IPR000182
CK_00050947,IPR026816
CK_00051000,IPR012903|IPR022516
CK_00051004,IPR000299
CK_00051023,IPR019734|IPR046880
CK_00051031,IPR000157|IPR039444
CK_00051035,IPR002196|IPR049052
CK_00051038,IPR019489
CK_00051051,IPR010133
CK_00051063,IPR008538
CK_00051069,IPR003790
CK_00051085,IPR001173
CK_00051102,IPR002716
CK_00051105,IPR001173
CK_00051125,IPR009875
CK_00051132,IPR028098
CK_00051135,IPR006076
CK_00051157,IPR006204
CK_00051167,IPR008490
CK_00051170,IPR025282
CK_00051171,IPR001789
CK_00051186,IPR001509
CK_00051189,IPR007393
CK_00051206,IPR016040
CK_00051233,IPR001296
CK_00051239,IPR003594|IPR024465
CK_00051245,IPR002489
CK_00051247,IPR025129
CK_00051262,IPR001576|IPR015911
CK_00051279,IPR007049
CK_00051284,IPR000014|IPR000700
CK_00051286,IPR002355
CK_00051291,IPR012903|IPR022516
CK_00051293,IPR012903|IPR022516
CK_00051308,IPR025475
CK_00051322,IPR002586
CK_00051327,IPR017932
CK_00051333,IPR011660
CK_00051353,IPR008278
CK_00051354,IPR007184
CK_00051359,IPR046879
CK_00051362,IPR006190|IPR013132|IPR013974
CK_00051364,IPR001844|IPR002423|IPR018370
CK_00051367,IPR001223|IPR001919
CK_00051374,IPR019545
CK_00051379,IPR000092
CK_00051394,IPR011979|IPR024467|IPR046847
CK_00051397,IPR001451
CK_00051403,IPR047709
CK_00051405,IPR019627
CK_00051415,IPR001343|IPR018511
CK_00051418,IPR005821
CK_00051428,IPR000595|IPR023892
CK_00051429,IPR012902
CK_00051440,IPR011635
CK_00051448,IPR002491
CK_00051458,IPR010235
CK_00051465,IPR012447
CK_00051467,IPR021375
CK_00051469,IPR000944|IPR030489
CK_00051473,IPR000182
CK_00051482,IPR012903|IPR022516
CK_00051504,IPR049453
CK_00051518,IPR001129
CK_00051519,IPR007049
CK_00051520,IPR021524
CK_00051521,IPR002104
CK_00051525,IPR002514
CK_00051533,IPR018060
CK_00051534,IPR021330
CK_00051551,IPR001969|IPR001995
CK_00051556,IPR003369
CK_00051572,IPR006342
CK_00051584,IPR002109|IPR005175
CK_00051587,IPR032589|IPR032610|IPR032622
CK_00051592,IPR048301
CK_00051602,IPR000863
CK_00051603,IPR002516
CK_00051606,IPR038731
CK_00051608,IPR012902
CK_00051610,IPR006260|IPR037682
CK_00051620,IPR000923|IPR028871
CK_00051627,IPR005331
CK_00051637,IPR009009|IPR012997
CK_00051638,IPR000182
CK_00051660,IPR025714
CK_00051667,IPR013630|IPR013691
CK_00051684,IPR010846
CK_00051688,IPR019165
CK_00051691,IPR002716
CK_00051694,IPR004006|IPR004007
CK_00051698,IPR000073
CK_00051726,IPR000863
CK_00051728,IPR001173
CK_00051747,IPR002052|IPR003356|IPR022749
CK_00051749,IPR012869
CK_00051764,IPR005532
CK_00051775,IPR005180
CK_00051778,IPR000160
CK_00051788,IPR009760
CK_00051789,IPR001584|IPR054353
CK_00051790,IPR009875
CK_00051792,IPR043724
CK_00051793,IPR008775
CK_00051811,IPR006094|IPR016166
CK_00051815,IPR012902
CK_00051819,IPR003180
CK_00051820,IPR012902
CK_00051822,IPR041049
CK_00051829,IPR001387|IPR017507
CK_00051838,IPR041664
CK_00051840,IPR049453
CK_00051843,IPR005135
CK_00051855,IPR031975
CK_00051859,IPR002104
CK_00051870,IPR002656|IPR043968
CK_00051872,IPR027385
CK_00051874,IPR046625
CK_00051881,IPR001466
CK_00051882,IPR001173
CK_00051888,IPR001296
CK_00051894,IPR003689
CK_00051899,IPR001962
CK_00051900,IPR022265
CK_00051907,IPR019239
CK_00051921,IPR011613|IPR045583
CK_00051930,IPR004843|IPR006186
CK_00051940,IPR013839
CK_00051956,IPR025568|IPR025951
CK_00051963,IPR006685|IPR049278
CK_00051976,IPR021788
CK_00051983,IPR005331
CK_00051987,IPR004561|IPR015890
CK_00052032,IPR021256
CK_00052085,IPR025557
CK_00052094,IPR006119
CK_00052121,IPR021926
CK_00052130,IPR012903|IPR022516
CK_00052161,IPR003680
CK_00052168,IPR002686
CK_00052181,IPR000209|IPR023828
CK_00052200,IPR012447
CK_00052246,IPR019734
CK_00052254,IPR018649|IPR039519
CK_00052264,IPR001343|IPR018511
CK_00052309,IPR001343|IPR025282
CK_00052340,IPR011801|IPR013211|IPR028059
CK_00052342,IPR021483
CK_00052343,IPR002187|IPR017918
CK_00052344,IPR001236|IPR011304|IPR018177|IPR022383
CK_00052345,IPR001765
CK_00052346,IPR045641|IPR049822
CK_00052350,IPR038731
CK_00052351,IPR006190|IPR013132
CK_00052366,IPR001307|IPR001763
CK_00052368,IPR017932|IPR026869
CK_00052370,IPR000073|IPR008220
CK_00052372,IPR001763
CK_00052384,IPR007833
CK_00052393,IPR040911
CK_00052397,IPR007197
CK_00052409,IPR008715
CK_00052410,IPR001173
CK_00052411,IPR001296
CK_00052413,IPR001296
CK_00052423,IPR038717|IPR047655
CK_00052425,IPR025959
CK_00052426,IPR001296
CK_00052432,IPR003180
CK_00052434,IPR007138
CK_00052437,IPR041525|IPR041529
CK_00052440,IPR000086|IPR004821|IPR020084
CK_00052445,IPR001296
CK_00052458,IPR045499
CK_00052462,IPR010432
CK_00052484,IPR041698
CK_00052489,IPR006311
CK_00052490,IPR004843
CK_00052491,IPR002035|IPR006059
CK_00052500,IPR001343|IPR008334|IPR018511
CK_00052532,IPR018721
CK_00052546,IPR000792
CK_00052552,IPR004307
CK_00052555,IPR011701|IPR020846
CK_00052561,IPR037401
CK_00052564,IPR003423
CK_00052570,IPR032816
CK_00052573,IPR006153
CK_00052576,IPR002376
CK_00052579,IPR002509|IPR023854|IPR032772
CK_00052581,IPR013137
CK_00052589,IPR000873|IPR020845
CK_00052591,IPR002694|IPR015330
CK_00052593,IPR001343|IPR011121
CK_00052600,IPR006685|IPR049278
CK_00052616,IPR007577|IPR019734
CK_00052618,IPR000182
CK_00052620,IPR002931|IPR013589
CK_00052648,IPR010664|IPR026265
CK_00052663,IPR020022
CK_00052680,IPR004841
CK_00052682,IPR041164
CK_00052683,IPR001387
CK_00052697,IPR014795
CK_00052711,IPR001789
CK_00052723,IPR025478
CK_00052730,IPR013216
CK_00052734,IPR001214
CK_00052736,IPR000863
CK_00052748,IPR025285
CK_00052750,IPR004919
CK_00052753,IPR012903
CK_00052754,IPR000863
CK_00052757,IPR006311
CK_00052758,IPR039562
CK_00052763,IPR005532
CK_00052791,IPR005546
CK_00052793,IPR047676
CK_00052811,IPR001296
CK_00052813,IPR030960
CK_00052834,IPR007361
CK_00052849,IPR001343|IPR018511
CK_00052868,IPR002495
CK_00052917,IPR030960
CK_00052940,IPR031042
CK_00052981,IPR001173
CK_00053064,IPR021453
CK_00053069,IPR001343|IPR018511
CK_00053073,IPR007391
CK_00053083,IPR005074
CK_00053085,IPR005243|IPR012336
CK_00053087,IPR005524
CK_00053090,IPR012869
CK_00053097,IPR030906
CK_00053103,IPR001048|IPR018042
CK_00053112,IPR002516
CK_00053154,IPR033462
CK_00053184,IPR001509
CK_00053186,IPR007460
CK_00053193,IPR001387
CK_00053197,IPR007848
CK_00053203,IPR001867
CK_00053206,IPR021866
CK_00053208,IPR037401
CK_00053230,IPR000683
CK_00053231,IPR029903
CK_00053235,IPR029903
CK_00053258,IPR030808
CK_00053268,IPR021256
CK_00053269,IPR012903
CK_00053282,IPR016410
CK_00053318,IPR001236
CK_00053319,IPR012447
CK_00053333,IPR007197|IPR023885
CK_00053344,IPR002668|IPR011642|IPR011657
CK_00053354,IPR000383|IPR005674|IPR013736
CK_00053363,IPR007842
CK_00053364,IPR002934
CK_00053371,IPR021796
CK_00053375,IPR024745
CK_00053387,IPR002611
CK_00053391,IPR003959
CK_00053397,IPR011706
CK_00053414,IPR002797|IPR029303
CK_00053415,IPR000182
CK_00053416,IPR001584|IPR025948|IPR048020
CK_00053427,IPR029494
CK_00053431,IPR002711|IPR041025
CK_00053432,IPR002589
CK_00053437,IPR010133|IPR012903|IPR022516
CK_00053466,IPR002641
CK_00053482,IPR004473|IPR007409|IPR014001|IPR040980
CK_00053483,IPR003356
CK_00053489,IPR002810
CK_00053501,IPR003705
CK_00053507,IPR003339|IPR012809
CK_00053510,IPR002751|IPR018024
CK_00053517,IPR001343|IPR002126|IPR010221|IPR018511|IPR040853
CK_00053535,IPR007829
CK_00053538,IPR019199
CK_00053543,IPR001087
