SeqCluster,Pfam_result
CK_00100703,PF01522
CK_00100709,PF13005
CK_00100713,PF11899
CK_00100714,PF00583
CK_00100716,PF17200
CK_00100721,PF07690
CK_00100724,PF08843
CK_00100727,PF01590
CK_00100729,PF02515
CK_00100734,PF03480
CK_00100738,PF04014
CK_00100739,PF19935
CK_00100740,PF01025
CK_00100744,PF03405
CK_00100747,PF19459
CK_00100750,PF14559
CK_00100754,PF13088
CK_00100759,PF02358
CK_00100761,PF13560
CK_00100762,PF08843
CK_00100764,PF13520
CK_00100767,PF05016
CK_00100769,PF04371
CK_00100771,PF04120
CK_00100773,PF04343
CK_00100776,PF13649
CK_00100777,PF11459|PF17194
CK_00100778,PF08843
CK_00100779,PF09670
CK_00100782,PF03787
CK_00100783,PF09700
CK_00100784,PF12469|PF22335
CK_00100785,PF03797
CK_00100791,PF12158
CK_00100796,PF02518|PF07228
CK_00100802,PF13271
CK_00100815,PF06172
CK_00100818,PF04172
CK_00100819,PF03788
CK_00100820,PF12973
CK_00100829,PF09994
CK_00100839,PF00440|PF02909
CK_00100841,PF01850
CK_00100842,PF03098
CK_00100843,PF08241|PF13489
CK_00100844,PF07669|PF12950
CK_00100846,PF19839
CK_00100854,PF01447|PF02868|PF16485
CK_00100857,PF00112
CK_00100858,PF03206
CK_00100859,PF05082
CK_00100860,PF03270
CK_00100861,PF02579
CK_00100862,PF00148
CK_00100863,PF02579|PF04055
CK_00100864,PF00148|PF11844
CK_00100865,PF04319
CK_00100866,PF06988
CK_00100867,PF12838
CK_00100868,PF00037|PF13560
CK_00100869,PF00194
CK_00100872,PF00440|PF13305
CK_00100877,PF02518
CK_00100878,PF08808
CK_00100888,PF00034
CK_00100891,PF07883
CK_00100892,PF01370
CK_00100913,PF13669
CK_00100916,PF12643
CK_00100934,PF10066
CK_00100953,PF14897
CK_00100957,PF04471|PF18062
CK_00100963,PF04471|PF18062
CK_00100967,PF06865
CK_00100968,PF05159
CK_00100969,PF13578
CK_00100971,PF02525
CK_00100975,PF13455
CK_00100976,PF13589
CK_00100977,PF15515
CK_00100979,PF17338
CK_00101089,PF00884
CK_00101103,PF05721
CK_00101122,PF05707
CK_00101167,PF08125
CK_00101171,PF01161
CK_00101173,PF04851
CK_00101177,PF05893
CK_00101178,PF04443
CK_00101211,PF01446
CK_00101241,PF04909
CK_00101267,PF00903
CK_00101268,PF13453
CK_00101302,PF09481
CK_00101303,PF09485
CK_00101304,PF08798
CK_00101333,PF14261
CK_00101339,PF04188
CK_00101341,PF07727
CK_00101343,PF21006
CK_00101476,PF13632
CK_00101481,PF00296
CK_00101504,PF13489
CK_00101583,PF01943
CK_00101600,PF13884
CK_00101605,PF07394
CK_00101606,PF01120
CK_00101609,PF06616|PF17728
CK_00101610,PF07669
CK_00101611,PF12183
CK_00101612,PF00593
CK_00101613,PF01694
CK_00101616,PF00145|PF04556
CK_00101618,PF19570
CK_00101620,PF14103
CK_00101623,PF01298
CK_00101624,PF04575
CK_00101625,PF06282
CK_00101626,PF03797
CK_00101627,PF00082
CK_00101628,PF14280
CK_00101634,PF02086
CK_00101639,PF09827
CK_00101640,PF01867
CK_00101648,PF01797
CK_00101652,PF02604
CK_00101653,PF05016
CK_00101659,PF12796
CK_00101783,PF02608
CK_00101784,PF02653
CK_00101785,PF02653
CK_00101795,PF14252
CK_00101811,PF13437|PF13533
CK_00101812,PF13437|PF13533
CK_00101813,PF18765
CK_00101816,PF01066
CK_00101822,PF01139
CK_00101823,PF07224
CK_00101824,PF03098
CK_00101837,PF14065
CK_00101842,PF07758
CK_00101849,PF00903
CK_00101852,PF04273
CK_00101855,PF05161|PF13660
CK_00101857,PF14256
CK_00101873,PF13826
CK_00101874,PF13243|PF13249
CK_00101877,PF22752
CK_00101882,PF06977
CK_00101883,PF12831
CK_00101885,PF02566
CK_00101890,PF10882
CK_00101893,PF12833
CK_00101903,PF05872
CK_00101910,PF01927|PF14451
CK_00101915,PF01909
CK_00101916,PF14015
CK_00101919,PF03534|PF12255|PF12256|PF13517
CK_00101925,PF04116
CK_00101928,PF00583
CK_00101929,PF12728
CK_00101935,PF09861
CK_00101942,PF16289
CK_00101944,PF03150
CK_00101946,PF00571
CK_00101962,PF08241
CK_00101964,PF13304
CK_00101970,PF13672
CK_00101971,PF00092
CK_00101976,PF02611
CK_00101984,PF00082
CK_00101988,PF04545
CK_00101989,PF00999
CK_00101995,PF13506
CK_00101997,PF00753
CK_00101998,PF12728
CK_00102019,PF12146
CK_00102021,PF14907
CK_00102024,PF13711
CK_00102025,PF10387
CK_00102027,PF13711
CK_00102028,PF10387
CK_00102035,PF00899
CK_00102038,PF07275
CK_00102045,PF01553
CK_00102046,PF05721
CK_00102050,PF14103
CK_00102053,PF05433
CK_00102054,PF09912
CK_00102056,PF14907
CK_00102064,PF00550
CK_00102072,PF06250|PF17761
CK_00102074,PF06414
CK_00102081,PF06821
CK_00102088,PF04488
CK_00102091,PF07784
CK_00102097,PF08447|PF08448|PF13426
CK_00102102,PF08245
CK_00102106,PF01590
CK_00102114,PF01420
CK_00102126,PF02698
CK_00102128,PF13439
CK_00102130,PF05050
CK_00102133,PF20579
CK_00102150,PF22551
CK_00102151,PF09967|PF13203
CK_00102152,PF07728
CK_00102161,PF00079
CK_00102169,PF14367
CK_00102170,PF06114
CK_00102171,PF11697
CK_00102178,PF00078
CK_00102183,PF13279
CK_00102195,PF00583
CK_00102203,PF07366
CK_00102206,PF09509
CK_00102209,PF02485
CK_00102226,PF00583
CK_00102235,PF01755
CK_00102241,PF01261
CK_00102243,PF01266
CK_00102250,PF00171
CK_00102255,PF07927
CK_00102256,PF09722
CK_00102258,PF09594
CK_00102259,PF02604
CK_00102262,PF07977
CK_00102271,PF08808
CK_00102273,PF10097
CK_00102284,PF01702|PF21818
CK_00102286,PF01935
CK_00102288,PF12705
CK_00102289,PF01381
CK_00102300,PF22557
CK_00102301,PF08843
CK_00102306,PF00265
CK_00102308,PF13474
CK_00102311,PF13578
CK_00102312,PF04014
CK_00102333,PF18734
CK_00102341,PF09670
CK_00102344,PF09651
CK_00102352,PF08534
CK_00102354,PF04230
CK_00102355,PF14384
CK_00102356,PF18735
CK_00102358,PF01402|PF08753
CK_00102359,PF02361
CK_00102360,PF04994
CK_00102361,PF02594
CK_00102363,PF08327
CK_00102365,PF02518
CK_00102367,PF04828
CK_00102369,PF13676
CK_00102371,PF04230
CK_00102372,PF20078
CK_00102376,PF08238
CK_00102381,PF13783
CK_00102382,PF04229
CK_00102383,PF13578
CK_00102390,PF13910
CK_00102391,PF07366
CK_00102393,PF13354
CK_00102396,PF13440|PF14667
CK_00102400,PF05153
CK_00102403,PF13166
CK_00102410,PF12728
CK_00102413,PF13313|PF20254
CK_00102423,PF04230
CK_00102430,PF13407
CK_00102431,PF17645
CK_00102432,PF01740
CK_00102437,PF12098
CK_00102438,PF00847
CK_00102439,PF00535
CK_00102445,PF13231
CK_00102446,PF01323
CK_00102453,PF21313
CK_00102457,PF00932|PF01223
CK_00102459,PF13577
CK_00102474,PF03807
CK_00102486,PF16162
CK_00102490,PF20560
CK_00102491,PF01618
CK_00102493,PF03135
CK_00102497,PF00027|PF13545
CK_00102502,PF03480
CK_00102503,PF04958
CK_00102504,PF04996
CK_00102505,PF04073
CK_00102508,PF04273
CK_00102512,PF03007
CK_00102513,PF02687
CK_00102514,PF11828
CK_00102515,PF00795
CK_00102516,PF19839
CK_00102517,PF09851
CK_00102533,PF00657
CK_00102543,PF00892
CK_00102576,PF06912
CK_00102590,PF01936
CK_00102598,PF12158
CK_00102640,PF02898|PF04324
CK_00102645,PF14224
CK_00102649,PF13289
CK_00102650,PF02518|PF14213
CK_00102651,PF16289
CK_00102652,PF14281
CK_00102661,PF05168
CK_00102663,PF01381|PF17765
CK_00102664,PF11196
CK_00102681,PF11139
CK_00102691,PF03372
CK_00102695,PF13091
CK_00102698,PF10117
CK_00102703,PF01979
CK_00102704,PF13421
CK_00102727,PF03411|PF13365
CK_00102749,PF00144
CK_00102773,PF01734
CK_00102785,PF01894
CK_00102808,PF20283
CK_00102811,PF20131
CK_00102820,PF09960
CK_00102823,PF13091
CK_00102833,PF08878
CK_00102840,PF03167
CK_00102894,PF13436
CK_00102963,PF01522
CK_00102982,PF18735
CK_00102986,PF04404
CK_00103018,PF02588|PF10035
CK_00103038,PF00576
CK_00103039,PF06189
CK_00103041,PF03352
CK_00103059,PF21900
CK_00103061,PF00881
CK_00103070,PF00578|PF02683
CK_00103084,PF04240
CK_00103087,PF02595
CK_00103088,PF03167
CK_00103092,PF10117
CK_00103097,PF03803
CK_00103107,PF13271
CK_00103109,PF06210
CK_00103113,PF14065
CK_00103115,PF13699
CK_00103124,PF13166
CK_00103129,PF02604
CK_00103133,PF13676
CK_00103134,PF02515
CK_00103138,PF04555
CK_00103144,PF08867
CK_00103146,PF20508
CK_00103157,PF14102
CK_00103228,PF09394
CK_00103236,PF20242
CK_00103247,PF07087
CK_00103248,PF13687
CK_00103250,PF00149
CK_00103268,PF02148
CK_00103275,PF02625|PF13478
CK_00103276,PF12804
CK_00103298,PF09912
CK_00103311,PF15738
CK_00103321,PF07751
CK_00103329,PF08867
CK_00103331,PF19570
CK_00103340,PF07690
CK_00103353,PF01588
CK_00103358,PF18735
CK_00103365,PF12697
CK_00103374,PF01980
CK_00103379,PF00190
CK_00103380,PF00034
CK_00103382,PF03831
CK_00103390,PF05175
CK_00103395,PF04230
CK_00103402,PF04230
CK_00103413,PF06127
CK_00103414,PF00668|PF16911
CK_00103419,PF10756
CK_00103422,PF00583
CK_00103423,PF21619
CK_00103430,PF02771
CK_00103431,PF02566
CK_00103436,PF06381
CK_00103438,PF05973
CK_00103439,PF01381
CK_00103442,PF09848
CK_00103443,PF13173
CK_00103454,PF14101
CK_00103455,PF13673
CK_00103458,PF03358
CK_00103459,PF19557
CK_00103465,PF13809
CK_00103473,PF19557
CK_00103474,PF01555
CK_00103475,PF13476
CK_00103491,PF03706
CK_00103495,PF20589
CK_00103497,PF12893
CK_00103505,PF22014
CK_00103512,PF22880
CK_00103516,PF00211
CK_00103537,PF08665
CK_00103541,PF10463
CK_00103609,PF02086
CK_00103617,PF00685
CK_00103627,PF09554
CK_00103634,PF01555
CK_00103668,PF14897
CK_00103669,PF10066
CK_00103702,PF02522
CK_00103703,PF00550
CK_00103752,PF04134
CK_00103761,PF19782
CK_00103785,PF08837
CK_00103787,PF01435
CK_00103795,PF13395
CK_00103846,PF15615
CK_00103879,PF00149
CK_00103888,PF04909
CK_00103894,PF11907|PF13020
CK_00103896,PF09594
CK_00103898,PF01522|PF11959
CK_00103959,PF14897
CK_00104011,PF01261
CK_00104022,PF01575
CK_00104063,PF08804
CK_00104070,PF00959
CK_00104092,PF03706
CK_00104104,PF09520
CK_00104107,PF10086
CK_00104133,PF02811
CK_00104182,PF09520
CK_00104266,PF00535
CK_00104307,PF02746|PF13378
CK_00104309,PF02668
CK_00104358,PF05433
CK_00104384,PF03797
CK_00104406,PF00884
CK_00104408,PF13238
CK_00104418,PF09520
CK_00104419,PF16747
CK_00104425,PF02615
CK_00104442,PF01661
CK_00104467,PF02585
CK_00104470,PF02522
CK_00104480,PF07661
CK_00104492,PF04473
CK_00104497,PF01522
CK_00104503,PF17338
CK_00104504,PF13455
CK_00104530,PF00535
CK_00104584,PF19866
CK_00104613,PF01661
CK_00104614,PF03747
CK_00104617,PF13488
CK_00104623,PF14897
CK_00104627,PF00881
CK_00104629,PF01943|PF14667
CK_00104635,PF02585
CK_00104639,PF13524
CK_00104644,PF09335
CK_00104648,PF02899
CK_00104654,PF09594
CK_00104658,PF07940
CK_00104664,PF02522
CK_00104665,PF13669
CK_00104666,PF13279
CK_00104670,PF01522
CK_00104676,PF06271
CK_00104685,PF01522
CK_00104686,PF01728
CK_00104687,PF04932
CK_00104700,PF07483
CK_00104708,PF02899
CK_00104715,PF05199
CK_00104720,PF20102
CK_00104728,PF00730
CK_00104737,PF22945
CK_00104741,PF09913
CK_00104759,PF14081
CK_00104774,PF00685
CK_00104947,PF13450
CK_00104949,PF10014
CK_00105063,PF05721
CK_00105153,PF13827
CK_00105156,PF00685
CK_00105163,PF05721
CK_00105164,PF04464
CK_00105181,PF05315
CK_00105186,PF14099
CK_00105198,PF00834
CK_00105217,PF04138
CK_00105226,PF05721
CK_00105228,PF02522
CK_00105230,PF00685
CK_00105231,PF00583
CK_00105233,PF13578
CK_00105234,PF03737
CK_00105247,PF14240
CK_00105251,PF02493
CK_00105289,PF19830
CK_00105307,PF02585
CK_00105309,PF13527
CK_00105311,PF01548|PF02371
CK_00105321,PF09549
CK_00105323,PF10592|PF22879
CK_00105331,PF00657
CK_00105333,PF00583
CK_00105342,PF13489
CK_00105344,PF10096
CK_00105345,PF00535
CK_00105348,PF22483
CK_00105371,PF05148
CK_00105521,PF22530
CK_00105527,PF20048
CK_00105530,PF00622|PF13385
CK_00105539,PF17212
CK_00105540,PF21703
CK_00105543,PF12236
CK_00105548,PF02867
CK_00105549,PF01503
CK_00105551,PF04485
CK_00105605,PF13412
CK_00105682,PF12183
CK_00105701,PF00881
CK_00105791,PF08889
CK_00105954,PF13450
CK_00105996,PF01753
CK_00105999,PF04983|PF04998|PF05000
CK_00106016,PF01832
CK_00106017,PF01520
CK_00106027,PF00892
CK_00106032,PF08719
CK_00106123,PF00561
CK_00106261,PF13417
CK_00106320,PF14018
CK_00106348,PF21866
CK_00106501,PF09344
CK_00106502,PF01867
CK_00106678,PF17963
CK_00106703,PF10162
CK_00106716,PF12680
CK_00106717,PF04909
CK_00106751,PF12288
CK_00106752,PF03022
CK_00106762,PF09360
CK_00106764,PF13508
CK_00106771,PF13480
CK_00106778,PF07275
CK_00106787,PF01402
CK_00106797,PF21732
CK_00106806,PF11373
CK_00106816,PF06197
CK_00106820,PF01925
CK_00106823,PF01841
CK_00106838,PF12635
CK_00106844,PF13514
CK_00106845,PF00190
CK_00106846,PF13531
CK_00106873,PF13827
CK_00106879,PF13173
CK_00106880,PF05860
CK_00106892,PF13676
CK_00106898,PF13384
CK_00106899,PF01391
CK_00106932,PF02639
CK_00106934,PF04069
CK_00106961,PF13827
CK_00106964,PF01546
CK_00106969,PF06496
CK_00106970,PF02979
CK_00106971,PF21006
CK_00107050,PF01381
CK_00107052,PF04972
CK_00107054,PF16868
CK_00107073,PF02585
CK_00107077,PF00872
CK_00107129,PF00082
CK_00107158,PF01402
CK_00107179,PF13443
CK_00107197,PF14020
CK_00107198,PF01636
CK_00107201,PF04765
CK_00107210,PF11583
CK_00107213,PF13450
CK_00107230,PF05141
CK_00107235,PF05721
CK_00107238,PF04230
CK_00107240,PF04991
CK_00107241,PF19717
CK_00107277,PF13455
CK_00107288,PF01402
CK_00107379,PF13489
CK_00107437,PF10825
CK_00107440,PF10544
CK_00107569,PF11316
CK_00107575,PF13704
CK_00107601,PF22544
CK_00107604,PF17236
CK_00107606,PF06152
CK_00107608,PF17289
CK_00107614,PF01381
CK_00107615,PF01381
CK_00107617,PF09039|PF09299
CK_00107618,PF13401
CK_00107623,PF04542
CK_00107655,PF04564
CK_00107657,PF04947
CK_00107688,PF01555
CK_00107691,PF02945
CK_00107692,PF11753
CK_00107693,PF01503
CK_00107694,PF02867
CK_00107696,PF02625|PF13478
CK_00107697,PF05721
CK_00107698,PF07883
CK_00107704,PF01151
CK_00107707,PF00170
CK_00107723,PF20155
CK_00107724,PF05939
CK_00107725,PF05100
CK_00107727,PF13550
CK_00107728,PF13884
CK_00107733,PF00264
CK_00107750,PF00134
CK_00107752,PF14312
CK_00107753,PF02563
CK_00107761,PF12695
CK_00107780,PF03033
CK_00107810,PF01194
CK_00107818,PF13516
CK_00107821,PF03798
CK_00107822,PF13920
CK_00107827,PF10741
CK_00107881,PF01580|PF09397|PF13491|PF17854
CK_00107896,PF04542
CK_00107897,PF04773|PF13385
CK_00107907,PF02321
CK_00107908,PF07624|PF07627|PF07631|PF07637
CK_00107909,PF07586
CK_00107910,PF05025
CK_00107911,PF01261
CK_00107912,PF16257
CK_00107921,PF21294
CK_00107931,PF00884
CK_00107933,PF06283
CK_00107936,PF03600
CK_00107940,PF01839|PF13517
CK_00107941,PF09917
CK_00107943,PF07045
CK_00107944,PF00043|PF13417
CK_00107948,PF06439
CK_00107949,PF13360
CK_00107950,PF13442
CK_00107951,PF01055|PF21365
CK_00107952,PF03061
CK_00107962,PF14240
CK_00107963,PF01292
CK_00107964,PF07690
CK_00107967,PF08450
CK_00107968,PF03553
CK_00107986,PF00144
CK_00107990,PF07366|PF12680
CK_00107999,PF06054
CK_00108011,PF00082
CK_00108012,PF01555
CK_00108013,PF12705
CK_00108014,PF13156
CK_00108016,PF07505
CK_00108017,PF12323
CK_00108021,PF01497
CK_00108022,PF00593
CK_00108024,PF14518
CK_00108030,PF01926
CK_00108032,PF07693
CK_00108033,PF07693
CK_00108034,PF01243
CK_00108036,PF18643
CK_00108040,PF01555
CK_00108044,PF00270|PF02661|PF18019|PF22590
CK_00108046,PF09617
CK_00108051,PF00023
CK_00108052,PF05099
CK_00108059,PF13304
CK_00108065,PF13395|PF18541
CK_00108066,PF07669
CK_00108067,PF13212|PF13289
CK_00108068,PF07510
CK_00108070,PF13191
CK_00108075,PF00892
CK_00108076,PF00593|PF07715
CK_00108078,PF00190
CK_00108093,PF18735
CK_00108105,PF13589
CK_00108110,PF13855
CK_00108115,PF05869
CK_00108122,PF01609
CK_00108123,PF02558|PF08546
CK_00108125,PF01555
CK_00108130,PF15738
CK_00108131,PF04851
CK_00108133,PF09617
CK_00108134,PF09517
CK_00108140,PF04069
CK_00108147,PF11536
CK_00108154,PF12762
CK_00108159,PF08937
CK_00108163,PF13304
CK_00108164,PF13707
CK_00108167,PF00145
CK_00108169,PF04014
CK_00108172,PF04304
CK_00108173,PF13304
CK_00108176,PF05128
CK_00108177,PF04317
CK_00108182,PF13231
CK_00108183,PF12796
CK_00108240,PF01596
CK_00108244,PF04343
CK_00108248,PF08843
CK_00108252,PF05063
CK_00108256,PF13808
CK_00108312,PF03235|PF07510
CK_00108313,PF13274
CK_00108339,PF06282
CK_00108374,PF01936
CK_00108382,PF05728
CK_00108383,PF12796
CK_00108423,PF04332
CK_00108634,PF05380
CK_00108635,PF01261
CK_00108643,PF01263
CK_00108645,PF02743
CK_00108646,PF04612
CK_00108647,PF12693
CK_00108648,PF04107
CK_00108649,PF03199|PF03917
CK_00108653,PF13242|PF13344
CK_00108654,PF04198
CK_00108655,PF13416
CK_00108663,PF13827
CK_00108666,PF13481
CK_00108667,PF01052|PF02154
CK_00108668,PF01554
CK_00108670,PF12728
CK_00108675,PF00356|PF13377
CK_00108676,PF01261
CK_00108677,PF01557
CK_00108678,PF07171|PF07364
CK_00108679,PF01547
CK_00108680,PF01052
CK_00108684,PF00098|PF00145
CK_00108687,PF00078|PF00665|PF17917|PF17921
CK_00108746,PF05136
CK_00108748,PF05876|PF20454
CK_00109086,PF01847
CK_00109104,PF19263
CK_00109105,PF11081
CK_00109124,PF14018
CK_00109131,PF00266
CK_00109151,PF03703
CK_00109189,PF00881
CK_00109190,PF04230
CK_00109213,PF01066
CK_00109219,PF03235|PF07510|PF18899
CK_00109277,PF06056
CK_00109327,PF06241
CK_00109332,PF08795
CK_00109375,PF09913
CK_00109394,PF00569
CK_00109396,PF13704
CK_00109417,PF12805|PF13515
CK_00109420,PF18276
CK_00109422,PF02308
CK_00109424,PF16576|PF19335
CK_00109425,PF13533|PF16576
CK_00109426,PF01501
CK_00109427,PF03567|PF05704
CK_00109429,PF00534
CK_00109431,PF00534|PF13439
CK_00109432,PF00534|PF13439
